x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.32629460096359253,0.9259381294250488,-4.795432460014126e-07,0.36796098947525024,0.8153425455093384,-0.0633995532989502,0.36388564109802246,0.6511913537979126,-0.09975670278072357,0.34558752179145813,0.5131958723068237,-0.12589707970619202,0.33647751808166504,0.3875759243965149,-0.14890055358409882,0.30981868505477905,0.6634752154350281,-0.11016735434532166,0.4204865097999573,0.7150176167488098,-0.16617481410503387,0.40990692377090454,0.7474176287651062,-0.20643718540668488,0.37565577030181885,0.7515663504600525,-0.23822353780269623,0.25959262251853943,0.7545366883277893,-0.10602003335952759,0.43414872884750366,0.8209743499755859,-0.1527358889579773,0.40461820363998413,0.8451300263404846,-0.17185528576374054,0.3526937961578369,0.8479750156402588,-0.1933685839176178,0.23703542351722717,0.8514119386672974,-0.10576782375574112,0.39969009160995483,0.9109435677528381,-0.13898620009422302,0.3786123991012573,0.9261260032653809,-0.12766404449939728,0.33448076248168945,0.9186617732048035,-0.1271113157272339,0.23092229664325714,0.9461482763290405,-0.11409740149974823,0.34742578864097595,0.9900890588760376,-0.14582329988479614,0.33457717299461365,1.0059734582901,-0.14548878371715546,0.2980560064315796,1.0031681060791016,-0.14587806165218353,THUMBS_UP
0.3162088096141815,0.9631574749946594,-4.086825526883331e-07,0.3608582615852356,0.8159896731376648,-0.05804963782429695,0.3618461489677429,0.6174548864364624,-0.0822925940155983,0.34343668818473816,0.4714716076850891,-0.09839626401662827,0.31601184606552124,0.3422723412513733,-0.11136780679225922,0.2679564654827118,0.618447482585907,-0.08598372340202332,0.45602738857269287,0.6831488609313965,-0.14194726943969727,0.4445025622844696,0.7315658330917358,-0.17989397048950195,0.39107808470726013,0.7374699711799622,-0.20807895064353943,0.23149093985557556,0.7272236943244934,-0.08431553095579147,0.45735880732536316,0.7806509137153625,-0.12628765404224396,0.4260821044445038,0.8091030120849609,-0.1353996992111206,0.3693199157714844,0.8105366230010986,-0.14943887293338776,0.2181408852338791,0.8466762900352478,-0.0891488566994667,0.42365023493766785,0.8787298798561096,-0.13286831974983215,0.4036504030227661,0.8994315266609192,-0.12112302333116531,0.3653373718261719,0.8981101512908936,-0.11437581479549408,0.22245605289936066,0.96367347240448,-0.10120772570371628,0.3738526701927185,0.9709411859512329,-0.14260566234588623,0.36533841490745544,0.9690707921981812,-0.14395269751548767,0.3372875154018402,0.9677447080612183,-0.14214126765727997,THUMBS_UP
0.31737399101257324,0.9619680643081665,-6.313560447779309e-07,0.3626866340637207,0.8103759288787842,-0.052478961646556854,0.3613489866256714,0.6122526526451111,-0.07441192120313644,0.3378742039203644,0.4627188444137573,-0.08973056077957153,0.30697840452194214,0.3244664967060089,-0.10256385803222656,0.27493035793304443,0.6110327243804932,-0.07406967878341675,0.4630368947982788,0.6847953200340271,-0.12782737612724304,0.4497825503349304,0.7423858642578125,-0.16722472012043,0.3982298970222473,0.7524687051773071,-0.19724008440971375,0.237344428896904,0.7145553827285767,-0.07516761124134064,0.46693557500839233,0.7793877124786377,-0.11325577646493912,0.42684683203697205,0.8138054609298706,-0.1268414556980133,0.3655833601951599,0.8168092966079712,-0.1467999666929245,0.22310078144073486,0.830722451210022,-0.08240462094545364,0.43398821353912354,0.8748955726623535,-0.12069372832775116,0.4004623293876648,0.906924843788147,-0.11442561447620392,0.35362374782562256,0.9083009958267212,-0.1147531047463417,0.22681289911270142,0.9454778432846069,-0.09681691974401474,0.3857261836528778,0.9693042039871216,-0.13289448618888855,0.36555570363998413,0.9798364043235779,-0.1373908966779709,0.323638379573822,0.9832521677017212,-0.14081497490406036,THUMBS_UP
0.3234999477863312,0.9615397453308105,-6.592971431018668e-07,0.3610498011112213,0.8053404092788696,-0.04827069491147995,0.3582901954650879,0.6053969264030457,-0.06551510840654373,0.335094153881073,0.45304062962532043,-0.07735184580087662,0.3058471381664276,0.31549063324928284,-0.0871291235089302,0.2618257403373718,0.6134916543960571,-0.06072763726115227,0.44968435168266296,0.6810190677642822,-0.108378104865551,0.4264066219329834,0.7322108745574951,-0.14395838975906372,0.3656637370586395,0.7351129055023193,-0.17339035868644714,0.2264588177204132,0.7208631634712219,-0.062021493911743164,0.4388728141784668,0.7815064787864685,-0.09868256747722626,0.3967711329460144,0.8155751824378967,-0.11429135501384735,0.33730408549308777,0.814544677734375,-0.13672298192977905,0.21455824375152588,0.836315393447876,-0.06935589015483856,0.41144394874572754,0.8821682929992676,-0.10711785405874252,0.37872305512428284,0.9203411936759949,-0.10733552277088165,0.33351123332977295,0.9198232889175415,-0.1132720485329628,0.22247013449668884,0.9451977014541626,-0.08330031484365463,0.3749740719795227,0.9678633213043213,-0.11873874068260193,0.34944579005241394,0.9893245697021484,-0.12894627451896667,0.302301824092865,0.9982666373252869,-0.1383885145187378,THUMBS_UP
0.31554514169692993,0.894508421421051,-4.52775736903277e-07,0.3411172032356262,0.7555325627326965,-0.06055616959929466,0.3389805853366852,0.5656997561454773,-0.0823698416352272,0.32009416818618774,0.416254460811615,-0.09653053432703018,0.2983141243457794,0.2835623621940613,-0.10819491744041443,0.23115159571170807,0.5883429646492004,-0.07021726667881012,0.4365312159061432,0.6376975178718567,-0.1196281909942627,0.4123895764350891,0.6887798309326172,-0.15712781250476837,0.3494718670845032,0.6941994428634644,-0.18750737607479095,0.20062664151191711,0.7060961723327637,-0.06435047835111618,0.4218002259731293,0.7511932849884033,-0.1012306958436966,0.3762332797050476,0.7832655310630798,-0.11358366906642914,0.3162788450717926,0.7865153551101685,-0.13270366191864014,0.19508275389671326,0.8279447555541992,-0.06586885452270508,0.3930310010910034,0.8632156848907471,-0.10512048751115799,0.36050498485565186,0.8898451328277588,-0.09925340861082077,0.316749632358551,0.8884927034378052,-0.09860450774431229,0.2093210518360138,0.9333478808403015,-0.07548439502716064,0.3609718680381775,0.9502326250076294,-0.11227727681398392,0.33758631348609924,0.9568249583244324,-0.11920538544654846,0.29291751980781555,0.9631978869438171,-0.1239146888256073,THUMBS_UP
0.3087296187877655,0.843901515007019,-3.526799048358953e-07,0.34538379311561584,0.7104470133781433,-0.061047300696372986,0.3364633619785309,0.5296504497528076,-0.0851953774690628,0.3178662955760956,0.39119812846183777,-0.10159797221422195,0.29779985547065735,0.2635994851589203,-0.11666032671928406,0.2325771152973175,0.5588257312774658,-0.07982861250638962,0.4167734384536743,0.6189088821411133,-0.1275048404932022,0.40871113538742065,0.6553658246994019,-0.16385339200496674,0.36263635754585266,0.6569159626960754,-0.19305311143398285,0.1954793632030487,0.6750297546386719,-0.07345741242170334,0.4092687964439392,0.7328007817268372,-0.1062549501657486,0.37431302666664124,0.7521563172340393,-0.12037855386734009,0.3160451650619507,0.7513909339904785,-0.14191946387290955,0.18602882325649261,0.7934930920600891,-0.07337023317813873,0.3778407871723175,0.8386311531066895,-0.10639380663633347,0.35622626543045044,0.8514577150344849,-0.0995892882347107,0.3127453923225403,0.8409987092018127,-0.10048376768827438,0.19270893931388855,0.8988425731658936,-0.08186223357915878,0.34444132447242737,0.913875937461853,-0.11351577937602997,0.33272799849510193,0.9185267686843872,-0.11712749302387238,0.2942955791950226,0.9243061542510986,-0.12037158757448196,THUMBS_UP
0.28376778960227966,0.82624351978302,-2.446828943902801e-07,0.32964178919792175,0.6810860633850098,-0.06487419456243515,0.3269675374031067,0.5065557360649109,-0.09533079713582993,0.3123893141746521,0.3777330219745636,-0.11762814968824387,0.28752702474594116,0.2529335021972656,-0.13888788223266602,0.2140967845916748,0.5404049754142761,-0.09195244312286377,0.39349356293678284,0.5953033566474915,-0.1522681564092636,0.40709516406059265,0.6194249987602234,-0.19781850278377533,0.3811512291431427,0.6161441802978516,-0.22923587262630463,0.18222776055335999,0.6581692695617676,-0.08613806217908859,0.39120104908943176,0.712997555732727,-0.12494054436683655,0.3635604977607727,0.7302436828613281,-0.14206615090370178,0.3083299696445465,0.7303492426872253,-0.16403943300247192,0.1764264702796936,0.7799296975135803,-0.08694881200790405,0.3628852963447571,0.8266394734382629,-0.12307833135128021,0.3424873650074005,0.8373531103134155,-0.1143665537238121,0.297554075717926,0.8262738585472107,-0.11286875605583191,0.18603047728538513,0.8930292725563049,-0.09666091203689575,0.33251821994781494,0.9097862839698792,-0.12920069694519043,0.32015088200569153,0.9147241115570068,-0.12827423214912415,0.2815643548965454,0.9255726933479309,-0.12699808180332184,THUMBS_UP
0.2649502456188202,0.8243212699890137,-2.7957858605986985e-07,0.3101527690887451,0.677226185798645,-0.060146577656269073,0.3145269453525543,0.5013815760612488,-0.08670127391815186,0.3007469177246094,0.3667249381542206,-0.10594023019075394,0.2761968672275543,0.23963198065757751,-0.12332599610090256,0.20577199757099152,0.5275965929031372,-0.08809147030115128,0.3813364803791046,0.580800473690033,-0.1470843255519867,0.3856089115142822,0.60099858045578,-0.19009295105934143,0.35523515939712524,0.5955615639686584,-0.22058610618114471,0.17088346183300018,0.6394041776657104,-0.08423341065645218,0.3880589008331299,0.7004234790802002,-0.12371440976858139,0.3527785837650299,0.7182618379592896,-0.1395537406206131,0.2952990233898163,0.7104898691177368,-0.16124114394187927,0.16464945673942566,0.7584704756736755,-0.08699934184551239,0.36523139476776123,0.8130983114242554,-0.12310893833637238,0.33072587847709656,0.8299738168716431,-0.11503448337316513,0.28117722272872925,0.813463568687439,-0.11488615721464157,0.17620030045509338,0.869303286075592,-0.09863221645355225,0.3370746374130249,0.8943990468978882,-0.13174527883529663,0.3096953332424164,0.9045047760009766,-0.13537028431892395,0.2613297700881958,0.9097117185592651,-0.1384367197751999,THUMBS_UP
0.2640378475189209,0.80765700340271,-2.414566608877067e-07,0.30408230423927307,0.6591545343399048,-0.05897880345582962,0.3084115982055664,0.47661906480789185,-0.08396384865045547,0.2937403917312622,0.3427247703075409,-0.1013244092464447,0.2690395712852478,0.21742838621139526,-0.11635897308588028,0.19202865660190582,0.5204831957817078,-0.08899890631437302,0.37360280752182007,0.5686306357383728,-0.14331305027008057,0.3666043281555176,0.584766685962677,-0.1817309707403183,0.3258587419986725,0.5748714804649353,-0.2104412317276001,0.15828818082809448,0.6416409015655518,-0.08500989526510239,0.3756674528121948,0.6922008395195007,-0.12077099829912186,0.33535802364349365,0.69480961561203,-0.13251864910125732,0.2772271931171417,0.6797583699226379,-0.15231941640377045,0.15641704201698303,0.7655167579650879,-0.08709076792001724,0.35658103227615356,0.8044571280479431,-0.12202464044094086,0.3190933167934418,0.8043159246444702,-0.11238646507263184,0.2689885199069977,0.7824961543083191,-0.11102362722158432,0.17318040132522583,0.8766646385192871,-0.09770875424146652,0.33559343218803406,0.8887225389480591,-0.13099727034568787,0.3036186397075653,0.8832701444625854,-0.1349513679742813,0.2516549229621887,0.8827482461929321,-0.13845978677272797,THUMBS_UP
0.26013466715812683,0.7816207408905029,-2.4896124273254827e-07,0.2997126579284668,0.6441750526428223,-0.05876778066158295,0.3050042986869812,0.4738427400588989,-0.08479113131761551,0.29121214151382446,0.34296342730522156,-0.10385921597480774,0.2683527171611786,0.22033768892288208,-0.12109803408384323,0.19263745844364166,0.5055907368659973,-0.08708594739437103,0.368813693523407,0.5617274045944214,-0.14271903038024902,0.3684329092502594,0.578034520149231,-0.1818411648273468,0.3337588906288147,0.5684516429901123,-0.20948286354541779,0.15886130928993225,0.6240625381469727,-0.08303394913673401,0.37255507707595825,0.6853495240211487,-0.11629074066877365,0.3337208032608032,0.6915677189826965,-0.1277918517589569,0.2763514220714569,0.6769533753395081,-0.14750511944293976,0.15592548251152039,0.7482698559761047,-0.08545808494091034,0.3532226085662842,0.7980678677558899,-0.11791238933801651,0.3167070150375366,0.8056707382202148,-0.10908970981836319,0.2659676671028137,0.7859423160552979,-0.10864606499671936,0.169645756483078,0.8616859316825867,-0.09648904204368591,0.3272464871406555,0.8827962279319763,-0.1262439340353012,0.296841025352478,0.8908319473266602,-0.1286928653717041,0.2459837943315506,0.8994394540786743,-0.13135124742984772,THUMBS_UP
